professor_id,name_ko,name_en,university,department,primary_field,openalex_id,source_url,orcid,identity_status,scopus_id
P0151,김희진,,Hanyang University,신경과학교실,,,https://medix.hanyang.ac.kr/-02-3-9-faculty#none,0009-0005-2282-7548,verified,
P0152,이규용,Gyu Yong Lee,Hanyang University,신경과학교실,Molecular Biology,A5071626743,https://medix.hanyang.ac.kr/-02-3-9-faculty#none,,probable,
P0153,오기욱,Kiwook Oh,Hanyang University,신경과학교실,Neurology,A5047391677,https://medix.hanyang.ac.kr/-02-3-9-faculty#none,0000-0001-6011-629X,verified,
P0154,성원재,Wonjae Sung,Hanyang University,신경과학교실,Neurology,A5054954388,https://medix.hanyang.ac.kr/-02-3-9-faculty#none,0000-0002-4637-5890,probable,
P0155,오요한,Yohan Oh,Hanyang University,생화학·분자생물학교실,Molecular Biology,A5002180055,https://medix.hanyang.ac.kr/-02-2-4-faculty#none,0000-0002-9249-8664,verified,
P0156,김원규,Won Kyu Kim,Hanyang University,해부·세포생물학교실,Gastroenterology,A5103095511,https://medix.hanyang.ac.kr/-02-2-12-faculty#none,0000-0002-3435-4195,verified,
P0157,김계성,Kye-Seong Kim,Hanyang University,해부·세포생물학교실,Molecular Biology,A5066227784;A5136179499,https://medix.hanyang.ac.kr/-02-2-12-faculty#none,0000-0001-5550-1660,verified,
P0158,김자연,Ja-Yeon Kim,Hanyang University,해부·세포생물학교실,Surgery,A5035832257,https://medix.hanyang.ac.kr/-02-2-12-faculty#none,,probable,
P0159,유순지,Soon-Ji Yoo,Kyung Hee University,생물학과,Molecular Biology,A5088944811,https://biology.khu.ac.kr/biology/user/bbs/BMSR00047/list.do?menuNo=900015,0000-0002-4916-7923,probable,
P0160,박영석,Young-Seuk Park,Kyung Hee University,생물학과,Molecular Biology,A5124905726,https://biology.khu.ac.kr/biology/user/bbs/BMSR00047/list.do?menuNo=900015,,probable,
P0161,이성재,Sung-Jae Lee,Kyung Hee University,생물학과,Molecular Biology,A5101581200,https://biology.khu.ac.kr/biology/user/bbs/BMSR00047/list.do?menuNo=900015,0000-0002-3997-9020,verified,
P0162,김광우,Kwangwoo Kim,Kyung Hee University,생물학과,Civil and Structural Engineering,A5034947656;A5023023014,https://kimlab.khu.ac.kr/,0000-0001-8926-6216,verified,
P0163,김권일,Kwoneel Kim,Kyung Hee University,생물학과,Molecular Biology,A5027316497,http://www.sysbioinfo.com,0000-0002-4221-3421,verified,
P0164,한창석,Chang Seok Han,Kyung Hee University,생물학과,"Ecology, Evolution, Behavior and Systematics",A5073007816,https://hanlab.squarespace.com/,0000-0001-9261-4031,verified,
P0165,이호석,Ho-Seok Lee,Kyung Hee University,생물학과,Plant Science,A5075633450,https://biology.khu.ac.kr/biology/user/bbs/BMSR00047/list.do?menuNo=900015,0000-0002-1640-7601,verified,
P0166,윤정호,Jungho Yun,Kyung Hee University,자유전공학부,Electrical and Electronic Engineering,A5001862419;A5137316143,https://sls.khu.ac.kr/sls_kor/user/professor/list.do?menuNo=20200032,0000-0002-1415-2297,verified,
P0167,김현정,Hyeon Jeong Kim,Kyung Hee University,자유전공학부,Molecular Biology,A5107834243,https://sls.khu.ac.kr/sls_kor/user/professor/list.do?menuNo=20200032,,probable,
P0168,홍정우,Joung‐Woo Hong,Kyung Hee University,동서의과학과,Molecular Biology,A5077870402,http://gsm.khu.ac.kr/src/RD2023.php,0000-0001-6511-7881,verified,
P0169,김영선,,Kyung Hee University,동서의과학과,,,http://gsm.khu.ac.kr/src/RD2021.php,0009-0003-6505-320X,verified,
P0170,신혜리,Hyeri Shin,Kyung Hee University,동서의과학과,Demography,A5121852641,http://gsm.khu.ac.kr/src/GS4010.php,0000-0001-5198-9152,probable,
P0171,정덕영,Duk-Young Jung,Kyung Hee University,동서의과학과,Cardiology and Cardiovascular Medicine,A5143984036,http://gsm.khu.ac.kr/src/GS4010.php,0009-0007-7053-4621,verified,
P0172,이민희,Lee Mh,Kyung Hee University,동서의과학과,Cell Biology,A5073042418,http://gsm.khu.ac.kr/src/GS4010.php,0000-0001-8073-0916,probable,
P0173,이태후,Tae-Hoo Yi,Kyung Hee University,융합바이오·신소재공학과; 한방생명공학과,Molecular Biology,A5043673106,https://khu.elsevierpure.com/en/persons/tae-hoo-yi,0000-0001-9369-6542,verified,
P0174,강동호,Tong Ho Kang,Kyung Hee University,융합바이오·신소재공학과; 한방생명공학과,Sensory Systems,A5026482307,https://khu.elsevierpure.com/en/persons/tong-ho-kang,0000-0002-4161-6798,verified,
P0175,김웅진,Ung-Jin Kim,Kyung Hee University,융합바이오·신소재공학과,Biomaterials,A5060835960,https://khu.elsevierpure.com/en/persons/ung-jin-kim,0000-0001-7517-1611,probable,
P0176,고재흥,Jae-Heung Ko,Kyung Hee University,융합바이오·신소재공학과,Molecular Biology,A5070165437;A5133059892,https://khu.elsevierpure.com/en/persons/jae-heung-ko/fingerprints/,0000-0002-4035-874X,verified,
P0177,김연주,Yeonju Kim,Kyung Hee University,융합바이오·신소재공학과; 한방생명공학과,Molecular Biology,A5002737519,https://khu.elsevierpure.com/en/persons/yeon-ju-kim,0000-0002-3474-066X,verified,
P0178,배효철,Hyocheol Bae,Kyung Hee University,융합바이오·신소재공학과; 한방생명공학과,Immunology,A5071058729,https://khu.elsevierpure.com/en/persons/hyocheol-bae ,0000-0002-9643-7797,verified,
P0179,박영준,Young-Joon Park,Kyung Hee University,융합바이오·신소재공학과; 원예생명공학과; 식품생명공학과; 한방생명공학과; 생명과학대학; 유전생명공학과,Plant Science,A5072589626,https://khu.elsevierpure.com/en/persons/young-joon-park,0000-0003-0513-1766,verified,
P0180,엄석현,Seok-Hyun Eom,Kyung Hee University,융합바이오·신소재공학과; 원예생명공학과; 식품생명공학과; 한방생명공학과; 생명과학대학; 유전생명공학과,Biochemistry,A5034873769,https://khu.elsevierpure.com/en/persons/seok-hyun-eom,0000-0001-8781-926X,verified,
P0181,홍우종,Woo-Jong Hong,Kyung Hee University,융합바이오·신소재공학과; 원예생명공학과; 식품생명공학과; 한방생명공학과; 생명과학대학; 유전생명공학과,Plant Science,A5006027043,https://khu.elsevierpure.com/en/persons/woo-jong-hong,0000-0001-7240-6171,verified,
P0182,김대옥,Dae-Ok Kim,Kyung Hee University,식품생명공학과,Biochemistry,A5025853867,https://khu.elsevierpure.com/en/persons/dae-ok-kim,0000-0001-9262-1354,verified,
P0183,김미주,Mi-Ju Kim,Kyung Hee University,식품생명공학과,,,https://khu.elsevierpure.com/en/persons/miju-kim,0009-0004-6976-9990,verified,
P0184,김현석,Hyun-Seok Kim,Kyung Hee University,식품생명공학과,Nutrition and Dietetics,A5100326514,http://fst.khu.ac.kr/cls/user/bbs/BMSR00047/list.do?menuNo=11600089,0000-0002-2188-4058,verified,
P0185,백무열,Moo-Yeol Baik,Kyung Hee University,식품생명공학과,Nutrition and Dietetics,A5046646285;A5133290326,https://khu.elsevierpure.com/en/persons/moo-yeol-baik,0000-0003-3779-3369,verified,
P0187,이슬아,Seulah Lee,Kyung Hee University,한방생명공학과,Pharmacology,A5013750880,https://www.khunp.com/,0000-0002-4657-5104,verified,
P0188,최재영,Jaeyoung Choi,Kyung Hee University,한방생명공학과,Cell Biology,A5012545701,https://khu.elsevierpure.com/en/persons/jaeyoung-choi,0000-0003-2206-4593,verified,
P0189,김기영,Ki-Young Kim,Kyung Hee University,유전생명공학과,"Ecology, Evolution, Behavior and Systematics",A5100719844,https://khu.elsevierpure.com/en/persons/ki-young-kim,0000-0002-0407-3018,verified,
P0190,김원경,Won Kyung Kim,Kyung Hee University,유전생명공학과,Molecular Biology,A5091841229,https://khu.elsevierpure.com/en/persons/wonkyung-kim,0000-0001-9064-021X,verified,
P0191,김현,Hyun Kim,Kyung Hee University,유전생명공학과,Endocrine and Autonomic Systems,A5068882846,http://genetech.khu.ac.kr/cls/user/bbs/BMSR00047/list.do?menuNo=11600093,0000-0002-4765-7494,verified,
P0192,오승자,Seung Ja Oh,Kyung Hee University,유전생명공학과,Surgery,A5002494133,https://khu.elsevierpure.com/en/persons/seung-ja-oh,0000-0002-4572-0656,probable,
P0193,이상원,Sang-Won Lee,Kyung Hee University,유전생명공학과,Plant Science,A5103514287;A5137276899,https://khu.elsevierpure.com/en/persons/sang-won-lee,0000-0002-5279-1276,verified,
P0194,정기홍,Ki-Hong Jung,Kyung Hee University,유전생명공학과,Plant Science,A5088947963;A5047855441;A5125492969,https://khu.elsevierpure.com/en/persons/ki-hong-jung,0000-0003-0427-5901,verified,
P0195,김종호,Jongho Kim,Kyung Hee University,약학대학,Biomaterials,A5100427734,https://pharmreg.khu.ac.kr/regulation/user/bbs/BMSR00047/list.do?menuNo=9300013,0000-0002-6091-6251,probable,
P0196,오준택,Juntaek Oh,Kyung Hee University,약학대학,Molecular Biology,A5086644410,https://pharmreg.khu.ac.kr/regulation/user/bbs/BMSR00047/list.do?menuNo=9300013,0000-0002-7625-2779,verified,
P0198,김지운,Jiwoon Kim,Kyung Hee University,약학대학,Cognitive Neuroscience,A5080526456,https://pharmreg.khu.ac.kr/regulation/user/bbs/BMSR00047/list.do?menuNo=9300014,0000-0003-3890-0592,verified,
P0199,구태영,Taeyoung Koo,Kyung Hee University,약학대학,Molecular Biology,A5066816358,https://pharmreg.khu.ac.kr/regulation/user/bbs/BMSR00047/list.do?menuNo=9300014,0000-0003-1476-5429,verified,
P0200,김보형,Bo‐Hyung Kim,Kyung Hee University,약학대학,Pharmacology,A5030905874;A5046904260,https://pharmreg.khu.ac.kr/regulation/user/bbs/BMSR00047/list.do?menuNo=9300014,0000-0003-3233-2918,verified,
P0201,이상열,Sang Youl Rhee,Kyung Hee University,약학대학,"Endocrinology, Diabetes and Metabolism",A5012095455;A5100588303;A5122916406;A5123659316;A5126714420;A5131026156,https://pharmreg.khu.ac.kr/regulation/user/bbs/BMSR00047/list.do?menuNo=9300014,0000-0003-0119-5818,verified,
P0202,한승훈,Seung Hun Han,Kyung Hee University,약학대학,Genetics,A5110223545,https://pharmreg.khu.ac.kr/regulation/user/bbs/BMSR00047/list.do?menuNo=9300015,0000-0002-4832-5926,probable,
P0203,장동진,Dong Jin Jang,Kyung Hee University,약학대학,Cellular and Molecular Neuroscience,A5101582246,https://pharmreg.khu.ac.kr/regulation/user/bbs/BMSR00047/list.do?menuNo=9300015,0009-0004-6130-9068,verified,
P0204,강원구,Wonku Kang,Chung-Ang University,약학대학; 규제약학과,Pharmacology,A5102716188,http://pharm.cau.ac.kr/professor/?p_pfno=94,0000-0002-7572-4666,verified,
P0205,김은영,Eun Young Kim,Chung-Ang University,약학대학; 규제약학과,Leadership and Management,A5100370256;A5124039509,http://pharm.cau.ac.kr/professor/?p_pfno=77,0000-0003-3525-8805,verified,
P0207,김훈영,Hun Young Kim,Chung-Ang University,약학대학,Organic Chemistry,A5011080089,http://pharm.cau.ac.kr/professor/?p_pfno=100,0000-0002-8461-8910,verified,
P0208,나동희,Dong Hee Na,Chung-Ang University,약학대학; 규제약학과,Pharmaceutical Science,A5062790247;A5140769250,http://pharm.cau.ac.kr/professor/?p_pfno=107,0000-0001-9313-0127,verified,
P0209,박현호,Hyun Ho Park,Chung-Ang University,약학대학; 규제약학과,Molecular Biology,A5022716093;A5017330061;A5121076593;A5124929518;A5129235745;A5129999608;A5143832075,http://pharm.cau.ac.kr/professor/?p_pfno=108,0000-0001-9928-0847,verified,
P0210,배지현,Jeehyeon Bae,Chung-Ang University,약학대학,Molecular Biology,A5005827139,http://pharm.cau.ac.kr/professor/?p_pfno=73,0000-0003-1995-1378,verified,
P0211,서원희,Wonhee Suh,Chung-Ang University,약학대학; 규제약학과,Molecular Biology,A5002688685,http://pharm.cau.ac.kr/professor/?p_pfno=96,0000-0001-5811-0833,verified,
P0212,오경수,Kyungsoo Oh,Chung-Ang University,약학대학,Organic Chemistry,A5057348325,http://pharm.cau.ac.kr/professor/?p_pfno=95,0000-0002-4566-6573,verified,
P0213,유지호,Jiho Yoo,Chung-Ang University,약학대학,Molecular Biology,A5031189107,http://pharm.cau.ac.kr/professor/?p_pfno=111,0000-0002-0864-2142,verified,
P0214,이동규,Dong Gyu Lee,Chung-Ang University,약학대학; 규제약학과,Pathology and Forensic Medicine,A5100783160,https://sites.google.com/view/dongkyulee-cau,0000-0002-4787-4448,probable,
P0215,이상길,Sangkil Lee,Chung-Ang University,약학대학; 규제약학과,Pharmaceutical Science,A5014912552,http://pharm.cau.ac.kr/professor/?p_pfno=136,0000-0002-8216-6076,verified,
P0216,이윤지,Yoonji Lee,Chung-Ang University,약학대학; 규제약학과,Molecular Biology,A5042122089,https://sites.google.com/view/cau-chembioinfo/,0000-0002-2494-5792,verified,
P0217,임채욱,Chaeuk Im,Chung-Ang University,약학대학,Molecular Biology,A5042835593,http://pharm.cau.ac.kr/professor/?p_pfno=20,,probable,
P0218,정경혜,Kyeong Hye Jeong,Chung-Ang University,약학대학,Geriatrics and Gerontology,A5007514931,http://pharm.cau.ac.kr/professor/?p_pfno=98,0000-0003-2615-5564,verified,
P0219,정선영,Sun‐Young Jung,Chung-Ang University,약학대학; 규제약학과,Rheumatology,A5020022360;A5100711041;A5126641702;A5130259739;A5140626266,http://pharm.cau.ac.kr/professor/?p_pfno=106,0000-0003-2032-112X,verified,
P0220,조사연,Sayeon Cho,Chung-Ang University,약학대학,Molecular Biology,A5030757123,http://pharm.cau.ac.kr/professor/?p_pfno=21,0000-0002-8950-5704,verified,
P0221,조재범,Jaebeom Cho,Chung-Ang University,약학대학,Molecular Biology,A5009747502,https://sites.google.com/view/jbcho/home,0000-0001-8295-8084,verified,
P0222,허주영,Joo Young Huh,Chung-Ang University,약학대학,Physiology,A5103285217;A5117392073,http://pharm.cau.ac.kr/professor/?p_pfno=144,0009-0001-2936-863X,verified,
P0223,김근배,Geun‐Bae Kim,Chung-Ang University,생명공학대학; - 동물생명공학전공,Food Science,A5077464146,http://cobiotech.cau.ac.kr/professor/?p_pfno=20,0000-0001-8531-1104,verified,
P0224,홍영호,Yeong Ho Hong,Chung-Ang University,생명공학대학; - 동물생명공학전공,Animal Science and Zoology,A5055934572,http://cobiotech.cau.ac.kr/professor/?p_pfno=21,0000-0002-4510-7851,verified,
P0225,길동용,Dong Yong Kil,Chung-Ang University,생명공학대학; - 동물생명공학전공,Animal Science and Zoology,A5088232477,http://cobiotech.cau.ac.kr/professor/?p_pfno=22,0000-0002-9297-849X,verified,
P0226,허선진,Sun Jin Hur,Chung-Ang University,생명공학대학; - 동물생명공학전공,Animal Science and Zoology,A5012367064,http://cobiotech.cau.ac.kr/professor/?p_pfno=23,0000-0001-9386-5852,verified,
P0227,박탄솔,Tansol Park,Chung-Ang University,생명공학대학; - 동물생명공학전공,Agronomy and Crop Science,A5078548758,https://sites.google.com/view/cau-rnp/home,0000-0002-4480-4524,verified,
P0228,문성환,Sung‐Hwan Moon,Chung-Ang University,생명공학대학; - 동물생명공학전공,Molecular Biology,A5064534768;A5126385866;A5133075768,https://cauacelab.modoo.link/,0000-0003-1858-0261,verified,
P0229,이찬,Chan Lee,Chung-Ang University,생명공학대학,,,http://cobiotech.cau.ac.kr/professor/?p_pfno=38,0009-0005-9773-5955,verified,
P0230,하상도,Sangdo Ha,Chung-Ang University,생명공학대학,Biotechnology,A5048227948;A5113073028;A5121300985;A5121691676;A5128279114;A5130817941;A5132558701,http://cobiotech.cau.ac.kr/professor/?p_pfno=40,0000-0002-6810-2092,verified,
P0231,전향숙,Hyang Sook Chun,Chung-Ang University,생명공학대학,Plant Science,A5051471724,http://cobiotech.cau.ac.kr/professor/?p_pfno=41,0000-0003-2522-4847,verified,
P0232,이동언,Dongun Lee,Chung-Ang University,생명공학대학,Rehabilitation,A5022465625,http://cobiotech.cau.ac.kr/professor/?p_pfno=43,0000-0003-4538-5592,probable,
P0233,이홍진,Hong Jin Lee,Chung-Ang University,생명공학대학,Molecular Biology,A5072563298,http://cobiotech.cau.ac.kr/professor/?p_pfno=44,0000-0001-7719-3101,verified,
P0234,박종필,Jong Pil Park,Chung-Ang University,생명공학대학,Molecular Biology,A5101721410;A5125653874;A5127823490;A5133872213;A5128747341,http://cobiotech.cau.ac.kr/professor/?p_pfno=46,0000-0002-4119-1574,verified,
P0235,육현균,Hyun‐Gyun Yuk,Chung-Ang University,생명공학대학,Biotechnology,A5044969054,https://www.fpclab.cau.ac.kr,0000-0001-9841-7899,verified,
P0236,최창순,Changsun Choi,Chung-Ang University,생명공학대학,Infectious Diseases,A5012351576;A5112090898;A5134066895,http://cobiotech.cau.ac.kr/professor/?p_pfno=51,0000-0001-7730-8538,verified,
P0237,이선영,Seon Yeong Lee,Chung-Ang University,생명공학대학,Analytical Chemistry,A5086429819,http://cobiotech.cau.ac.kr/professor/?p_pfno=53,0009-0004-0932-9731,verified,
P0238,손양주,Yangju Son,Chung-Ang University,생명공학대학,Insect Science,A5007814740,http://cobiotech.cau.ac.kr/professor/?p_pfno=55,0000-0002-7562-1915,verified,
P0239,어혜윤,Hyeyoon Eo,Chung-Ang University,생명공학대학,Neurology,A5082325472,https://www.caunutrigen.site/,0000-0002-1532-613X,verified,
P0240,이긍표,Gung Pyo Lee,Chung-Ang University,- 식물생명공학전공,Plant Science,A5004725236;A5124812185,http://pgbl.cau.ac.kr,0000-0003-2491-3528,verified,
P0241,한상욱,Sang‐Wook Han,Chung-Ang University,- 식물생명공학전공,Plant Science,A5020882540;A5126855101,http://cobiotech.cau.ac.kr/professor/?p_pfno=33,0000-0002-0893-1438,verified,
P0242,이진욱,Jinwook Lee,Chung-Ang University,- 식물생명공학전공,Plant Science,A5100762913,https://sites.google.com/view/jinwookleelab/home,0000-0001-6547-2509,verified,
P0243,김동환,Dong‐Hwan Kim,Chung-Ang University,- 식물생명공학전공,Plant Science,A5100370753;A5026112660,https://sites.google.com/view/pmblcau/home,0000-0003-3348-4948,verified,
P0244,이지선,Jisun H.J. Lee,Chung-Ang University,- 식물생명공학전공,Food Science,A5035698835,http://cobiotech.cau.ac.kr/professor/?p_pfno=37,0000-0001-5807-2646,verified,
P0245,이상준,Sang Jun Lee,Chung-Ang University,시스템생명공학과,Molecular Biology,A5100620525,https://sites.google.com/view/cau-smb/home?authuser=0,0000-0002-2803-753X,verified,
P0246,윤정기,Jeong‐Kee Yoon,Chung-Ang University,시스템생명공학과,Biomedical Engineering,A5012140745;A5140767489,http://cobiotech.cau.ac.kr/professor/?p_pfno=64,0000-0003-0111-9911,verified,
P0247,이규호,Gyu Ho Lee,Chung-Ang University,규제약학과,Surgery,A5039118348,https://lawschool.cau.ac.kr/bbs/board.php?tbl=bbs14&mode=VIEW&num=22&category=&findType=&findWord=&sort1=&sort2=&it_id=&shop_flag=&mobile_flag=&page=1,,probable,
P0248,오일환,Il-Hwan Oh,The Catholic University of Korea,의과학과,Genetics,A5032204059,http://gs-bms.catholic.ac.kr/bbs/bbs_detail.asp?boardID=pro_active&tp=6&pageNum=2&gubun=2&num=507,,probable,
P0249,손아름,Areum Sohn,University of Ulsan,의과학대학원,Spectroscopy,A5003550065,https://www.sonlab.site,0000-0003-2706-1340,probable,
P0250,구하림,Harim Koo,University of Ulsan,의과학대학원,Genetics,A5072764713,https://medsci.ulsan.ac.kr/medsci/6600,0000-0002-6444-2436,verified,
P0251,조경상,Kyoung Sang Cho,Konkuk University,생명과학대학; 생명과학특성학과,Physiology,A5053823621,https://www.konkuk.ac.kr/konkuk/28990/subview.do#none,0000-0002-3277-8269,verified,
P0252,윤영대,Youngdae Yoon,Konkuk University,생명과학대학,Molecular Biology,A5049922592,https://www.konkuk.ac.kr/konkuk/28990/subview.do#none,0000-0002-7456-0348,probable,
P0253,이경우,Kyung-Woo Lee,Konkuk University,생명과학대학,Animal Science and Zoology,A5018052057,https://www.konkuk.ac.kr/konkuk/28990/subview.do#none,0000-0002-3533-7979,verified,
P0254,김휘율,Hwi‐Yool Kim,Konkuk University,수의과대학,Pulmonary and Respiratory Medicine,A5085756019;A5027088419;A5112286509;A5113337075;A5146843950;A5130184862;A5130617689,https://www.konkuk.ac.kr/vet/11136/subview.do#none,0000-0001-6237-9958,verified,
P0255,박승용,Seung‐Yong Park,Konkuk University,수의과대학,Infectious Diseases,A5035770919,https://www.konkuk.ac.kr/vet/11136/subview.do#none,0000-0001-8104-8775,probable,
P0256,정순욱,Soon‐wuk Jeong,Konkuk University,수의과대학,Small Animals,A5089865505,https://www.konkuk.ac.kr/vet/11136/subview.do#none,0000-0002-2462-1181,verified,
P0257,송창선,Chang‐Seon Song,Konkuk University,수의과대학,Epidemiology,A5057441397;A5030302524,https://www.konkuk.ac.kr/vet/11136/subview.do#none,0000-0002-4158-6402,verified,
P0258,박희명,Hee-Myung Park,Konkuk University,수의과대학,Pulmonary and Respiratory Medicine,A5102877998,https://www.konkuk.ac.kr/vet/11136/subview.do#none,0000-0002-7254-9524,verified,
P0259,최농훈,Nonghoon Choe,Konkuk University,수의과대학,Food Science,A5029908502,https://www.konkuk.ac.kr/vet/11136/subview.do#none,0000-0002-8809-6064,verified,
P0260,임현정,Hyunjung Lim,Konkuk University,수의과대학,Immunology,A5062378176,https://www.konkuk.ac.kr/vet/11136/subview.do#none,0000-0003-2191-666X,verified,
P0261,최양규,Yang Kyu Choi,Konkuk University,수의과대학,Parasitology,A5123706664,https://www.konkuk.ac.kr/vet/11136/subview.do#none,0000-0002-4969-5443,probable,
P0263,강영선,Young-Sun Kang,Konkuk University,수의과대학,Food Science,A5103587566,https://www.konkuk.ac.kr/vet/11136/subview.do#none,0000-0002-3527-9879,verified,
P0264,이정익,Jeong-Ik Lee,Konkuk University,수의과대학,Endocrine and Autonomic Systems,A5146636570,https://www.konkuk.ac.kr/vet/11136/subview.do#none,,probable,
P0265,김준영,Joon Young Kim,Konkuk University,수의과대학,"Radiology, Nuclear Medicine and Imaging",A5100739356,https://www.konkuk.ac.kr/vet/11136/subview.do#none,0000-0002-0608-6269,verified,
P0266,고윤영,Yun Young Go,Konkuk University,수의과대학,Animal Science and Zoology,A5018235560,https://www.konkuk.ac.kr/vet/11136/subview.do#none,0000-0003-0907-2265,probable,
P0267,김우석,Woosuk Kim,Konkuk University,수의과대학,Developmental Neuroscience,A5101520419;A5121211135,https://www.konkuk.ac.kr/vet/11136/subview.do#none,0000-0003-4752-2810,verified,
P0268,현재은,Jaeeun Hyun,Konkuk University,수의과대학,Pulmonary and Respiratory Medicine,A5076978341,https://www.konkuk.ac.kr/vet/11136/subview.do#none,0000-0002-1157-2237,probable,
P0269,남아령,Aryung Nam,Konkuk University,수의과대학,Pulmonary and Respiratory Medicine,A5089730140,https://www.konkuk.ac.kr/vet/11136/subview.do#none,0000-0002-3783-8590,verified,
P0270,김무영,Mu Young Kim,Konkuk University,수의과대학,,,https://www.konkuk.ac.kr/vet/11136/subview.do#none,0000-0002-5317-3007,verified,
P0271,이수형,Suhyung Lee,Konkuk University,수의과대학,Nephrology,A5133372113,https://www.konkuk.ac.kr/vet/11136/subview.do#none,,probable,
P0272,강린우,Lin-Woo Kang,Konkuk University,생명과학특성학과,Plant Science,A5054954881,https://biology.konkuk.ac.kr/biology/10864/subview.do#none,0000-0002-1411-3132,verified,
P0273,김동학,Donghak Kim,Konkuk University,생명과학특성학과,"Endocrinology, Diabetes and Metabolism",A5026513276,https://biology.konkuk.ac.kr/biology/10864/subview.do#none,0000-0002-7423-100X,verified,
P0274,윤혜섭,Hye Sup Yun,Konkuk University,생명과학특성학과,Plant Science,A5057805155,https://biology.konkuk.ac.kr/biology/10864/subview.do#none,0000-0003-1070-467X,probable,
P0275,이임순,Im Soon Lee,Konkuk University,생명과학특성학과,Oncology,A5038006412,https://biology.konkuk.ac.kr/biology/10864/subview.do#none,0000-0002-1392-8516,probable,
P0276,이재석,Jaeseok Lee,Konkuk University,생명과학특성학과,,,https://biology.konkuk.ac.kr/biology/10864/subview.do#none,0009-0000-4751-1711,verified,
P0277,한정수,Jung-Soo Han,Konkuk University,생명과학특성학과,Neurology,A5080135133;A5111131115,https://biology.konkuk.ac.kr/biology/10864/subview.do#none,0000-0001-8447-4518,verified,
P0278,배동호,Dong‐Ho Bae,Konkuk University,축산식품생명공학과,Food Science,A5008758518,https://foodbio.konkuk.ac.kr/foodbio/11016/subview.do#none,0000-0002-8076-3758,probable,
P0279,최미정,Mi-Jung Choi,Konkuk University,축산식품생명공학과,Animal Science and Zoology,A5014493578,https://foodbio.konkuk.ac.kr/foodbio/11016/subview.do#none,0000-0002-4370-2366,verified,
P0280,여주동,JuDong Yeo,Konkuk University,축산식품생명공학과,Biochemistry,A5102442929,https://foodbio.konkuk.ac.kr/foodbio/11016/subview.do#none,0009-0009-3419-6850,probable,
P0281,최윤상,Yun Sang Choi,Konkuk University,축산식품생명공학과,Animal Science and Zoology,A5059995518;A5004066506;A5126913630;A5127894753;A5132791953;A5134622421;A5135099420;A5136748161,https://foodbio.konkuk.ac.kr/foodbio/11016/subview.do#none,0000-0001-8060-6237,verified,
P0282,고은영,Eun Young Ko,Konkuk University,축산식품생명공학과,Biochemistry,A5018409052,https://foodbio.konkuk.ac.kr/foodbio/11016/subview.do#none,0000-0003-0133-7003,verified,
P0283,강규영,Kyu-Young Kang,Dongguk University,바이오시스템대학,Biomedical Engineering,A5010226186,https://life.dongguk.edu/professor/list?professor_haggwa_type=PROFH_030,0000-0002-0457-842X,verified,
P0284,최원준,Won Jun Choi,Dongguk University,약학과,Molecular Biology,A5103111249,https://pharm.dongguk.edu/professor/list?professor_haggwa_type=PROFH_057,0000-0002-2342-0468,verified,
P0285,최영희,Young Hee Choi,Dongguk University,약학과,Oncology,A5026860974;A5126046331,https://pharm.dongguk.edu/professor/list?professor_haggwa_type=PROFH_057,0000-0002-9360-6436,verified,
P0286,최창익,Chang‐Ik Choi,Dongguk University,약학과,Pharmacology,A5016494385,https://pharm.dongguk.edu/professor/list?professor_haggwa_type=PROFH_057,0009-0009-7494-3785,probable,
P0287,홍은진,Mary Hong,Dongguk University,약학과,Pulmonary and Respiratory Medicine,A5055583966,https://sites.google.com/view/pharmacometricslab,0000-0002-6696-3948,probable,
P0288,김선정,Sun Jung Kim,Dongguk University,생명과학과,Molecular Biology,A5100785065,https://sites.google.com/dgu.ac.kr/molecular-biology-dongguk,0000-0001-6818-3956,verified,
P0289,장원희,Wonhee Jang,Dongguk University,생명과학과,Molecular Biology,A5016265803,https://sites.google.com/view/dgu-janglab,0000-0003-2470-8137,verified,
P0290,김병혁,Byunghyuk Kim,Dongguk University,생명과학과,Aging,A5069039806,https://sites.google.com/view/kim-lab-neuroscience,0000-0002-2220-4173,verified,
P0291,이민호,Minho Lee,Dongguk University,생명과학과,Molecular Biology,A5100342770;A5127941964;A5136916869,https://lab.minholee.net,0000-0002-0168-9546,verified,
P0292,김태종,Tae-Jong Kim,Kookmin University,임산생명공학과,Molecular Biology,A5051376093,https://cst.kookmin.ac.kr/biotechnology/professor,0000-0002-7483-0432,probable,
P0293,이태주,Tai Ju Lee,Kookmin University,임산생명공학과,Mechanics of Materials,A5137942543,https://cst.kookmin.ac.kr/biotechnology/professor,0009-0008-2953-2795,probable,
P0294,곽민진,Min-Jin Kwak,Kookmin University,임산생명공학과,Molecular Biology,A5108847624,https://cst.kookmin.ac.kr/biotechnology/professor,0000-0001-9832-3251,probable,
P0295,엄수현,Soohyun Um,Kookmin University,임산생명공학과,Pharmacology,A5102249500,https://cst.kookmin.ac.kr/biotechnology/professor,0009-0008-9428-8936,verified,
P0296,오상택,Sangtaek Oh,Kookmin University,융합바이오공학과,Epidemiology,A5027451071,https://cst.kookmin.ac.kr/bio/professor,,probable,
P0297,이영석,Youngseok Lee,Kookmin University,융합바이오공학과,Cellular and Molecular Neuroscience,A5100701672;A5101365056;A5137542307,https://cst.kookmin.ac.kr/bio/professor,0000-0003-0459-1138,verified,
