openalex_id,display_name,shared_paper_count,seed_connection_count,connected_seed_professor_ids,institutions,country_codes,korea_affiliated,review_priority,example_work,review_status
A5031068192,Seung‐Woo Cho,36,1,P0007,Boston Children's Hospital; Hanyang University; Harvard University; Massachusetts Institute of Technology; New Generation University College; Seoul National University; Stem Cell Institute; Yonsei University,ET; KR; PA; US,yes,36,Angiogenesis in ischemic tissue produced by spheroid grafting of human adipose-derived stromal cells,needs_review
A5108105795,Jae Kyung Roh,36,1,P0007,Ajou University; Cancer Research Center; Ewha Womans University; Korea Institute of Brain Science; Korea University Medical Center; Norwegian Womens Public Health Association; Yonsei Cancer Hospital; Yonsei University,KR; NO; US,yes,36,Angiocentric Lymphoma of the Head and Neck: Patterns of Systemic Failure After Radiation Treatment,needs_review
A5063762312,Sang‐Ki Kim,30,3,P0001; P0006; P0009,Chonnam National University; Chonnam National University Hospital; Chonnam National University Hwasun Hospital; Kongju National University; Korea Research Institute of Bioscience and Biotechnology,KR,yes,36,Expansion of Human NK Cells Using K562 Cells Expressing OX40 Ligand and Short Exposure to IL-21,needs_review
A5000328867,Myung Hyun Noh,30,3,P0002; P0008; P0010,Korea Research Institute of Chemical Technology; Pohang University of Science and Technology; University of California San Diego,KR; US,yes,36,Vibrio sp. dhg as a platform for the biorefinery of brown macroalgae,needs_review
A5053048037,Haiyoung Jung,32,2,P0001; P0011,Korea Research Institute of Bioscience and Biotechnology; Korea University of Science and Technology; Pohang University of Science and Technology,KR,yes,35,NgR1 is an NK cell inhibitory receptor that destabilizes the immunological synapse,needs_review
A5056467661,Omar Dagdag,34,1,P0012,Gachon University; Sidi Mohamed Ben Abdellah University; University of South Africa,KR; MA; ZA,yes,34,An Overview of Heavy Metal Pollution and Control,needs_review
A5036385502,Jong Hee Shin,33,1,P0006,Chonnam National University; Chonnam National University Hospital; Chonnam National University Hwasun Hospital,KR,yes,33,Changes in Karyotype and Azole Susceptibility of Sequential Bloodstream Isolates from Patients with Candida glabrata Candidemia,needs_review
A5081706948,Chul Won Choi,30,2,P0006; P0007,Korea University; Korea University Guro Hospital; Korea University Medical Center; New Generation University College,ET; KR,yes,33,Single‐dose etoposide is an effective and safe protocol for stem cell mobilization in patients with multiple myeloma,needs_review
A5013313053,Shakila Parveen Asrafali,32,1,P0012,"Anna University, Chennai; Myongji University; Yeungnam University; Yong In University",IN; KR,yes,32,Development of arbutin based sustainable polybenzoxazine resin for antifouling and anticorrosion of low carbon steel,needs_review
A5045222188,HongBi Yu,26,3,P0001; P0006; P0009,Samsung (South Korea); Samsung Medical Center; Sungkyunkwan University,KR,yes,32,Expansion of Human NK Cells Using K562 Cells Expressing OX40 Ligand and Short Exposure to IL-21,needs_review
A5111948738,Dong Wook Ryang,31,1,P0006,Chonnam National University; Chonnam National University Hospital; Chonnam National University Hwasun Hospital; Immungenetics (Germany); University Hospital Ulm,DE; KR,yes,31,Changes in Karyotype and Azole Susceptibility of Sequential Bloodstream Isolates from Patients with Candida glabrata Candidemia,needs_review
A5023382248,Hyun‐Chang Ko,31,1,P0007,Pusan National University; Pusan National University Hospital; Pusan National University Yangsan Hospital,KR,yes,31,Two Cases of Lichen Planus Pigmentosus-inversus Arising from Long-standing Lichen Planus-inversus,needs_review
A5074884674,Zakaria Fadil,31,1,P0012,Centre National pour la Recherche Scientifique et Technique (CNRST); Chimie de la Matière Condensée de Paris; Mohammed V University; Yeungnam University,FR; KR; MA,yes,31,Emergence of Multiple Hysteresis Cycles and Polarization Plateaus: A Monte Carlo Investigation of Fullerene-Like System,needs_review
A5022722737,Oju Jeon,28,2,P0002; P0007,CHA University; Hanyang University; Purdue University West Lafayette; Stem Cell Institute,KR; PA; US,yes,31,Nanosphere-mediated delivery of vascular endothelial growth factor gene for therapeutic angiogenesis in mouse ischemic limbs,needs_review
A5044550389,Mikyung Kang,27,2,P0001; P0007,Center for Systems Biology; Dongguk University Ilsan Hospital; Harvard University; Korea University; Massachusetts General Hospital; Seoul National University,KR; US,yes,30,T‐Cell‐Mimicking Nanoparticles for Cancer Immunotherapy,needs_review
A5012450211,Chang‐Yuil Kang,27,2,P0003; P0006,Cellid (South Korea); National University College; New Generation University College; Seoul National University; Seoul National University of Science and Technology,ET; KR; PR,yes,30,IL-21-mediated reversal of NK cell exhaustion facilitates anti-tumour immunity in MHC class I-deficient tumours,needs_review
A5009814376,Ka‐Won Kang,27,2,P0006; P0007,Korea University; Korea University Medical Center; New Generation University College,ET; JP; KR,yes,30,Single‐dose etoposide is an effective and safe protocol for stem cell mobilization in patients with multiple myeloma,needs_review
A5100780593,Sang Soo Kim,29,1,P0007,CHA University; Hanyang University; Harvard University; Korea Institute of Science and Technology; Seoul National University; Yonsei University,KR; US,yes,29,Poly(lactide-co-glycolide)/hydroxyapatite composite scaffolds for bone tissue engineering,needs_review
A5024676627,Sun Young Rha,29,1,P0007,Cancer Research Center; Korea Institute of Brain Science; Korea University Medical Center; Yonsei Cancer Hospital; Yonsei University,KR; US,yes,29,Changing Patterns of Prognosticators During 15-Year Follow-Up of Advanced Gastric Cancer after Radical Gastrectomy and Adjuvant Chemotherapy: A 15-Year Follow-Up Study at a Single Korean Institute,needs_review
A5013120121,Sejong Chun,26,2,P0001; P0006,Chonnam National University; Chonnam National University Hospital; Samsung Medical Center; Sungkyunkwan University,KR,yes,29,Expansion of Human NK Cells Using K562 Cells Expressing OX40 Ligand and Short Exposure to IL-21,needs_review
A5100739943,Hyun‐Young Kim,23,3,P0001; P0006; P0009,Gyeongsang National University Hospital; Korea Advanced Institute of Science and Technology; Pusan National University Hospital; Samsung (South Korea); Samsung Medical Center; Sungkyunkwan University,KR,yes,29,Anti-CD19 antibody cotreatment enhances serial killing activity of anti-CD19 CAR-T/-NK cells and reduces trogocytosis,needs_review
A5077539926,Sungho Jang,20,4,P0002; P0008; P0010; P0012,Incheon National University; Pohang University of Science and Technology,KR,yes,29,Synthetic RNA devices to expedite the evolution of metabolite-producing microbes,needs_review
A5117698863,Jin Sik Min,28,1,P0007,Ajou University; Ewha Womans University; Norwegian Womens Public Health Association; Seoul National University; Yonsei Cancer Hospital; Yonsei University,KR; NO,yes,28,High level of urokinase-type plasminogen activator is a new prognostic marker in patients with gastric carcinoma,needs_review
A5024584024,Hwa Jung Sung,25,2,P0006; P0007,Ansan University; Korea University; Korea University Medical Center; New Generation University College; Stem Cell Institute,ET; JP; KR; PA,yes,28,Single‐dose etoposide is an effective and safe protocol for stem cell mobilization in patients with multiple myeloma,needs_review
A5109121472,Wan‐Geun La,27,1,P0007,Dankook University; Hanyang University; National University; Seoul National University,KR; SD,yes,27,Zinc Oxide Nanorod‐Based Piezoelectric Dermal Patch for Wound Healing,needs_review
A5102713269,Thirukumaran Periyasamy,26,1,P0012,Government of the Republic of Korea; Yeungnam University,KR,yes,26,Development of different chain lengths ionic liquids as green corrosion inhibitors for oil and gas industries: Experimental and theoretical investigations,needs_review
A5072950930,Byung Eun Min,17,4,P0002; P0008; P0010; P0012,Pohang University of Science and Technology,KR,yes,26,Predictive design of mRNA translation initiation region to control prokaryotic translation efficiency,needs_review
A5064413757,Siva Sankar Sana,25,1,P0012,North University of China; Yeungnam University; Yogi Vemana University,CN; IN; KR,yes,25,Asymmetric supercapacitors: Unlocking the energy storage revolution,needs_review
A5045269587,Minh‐Trang Thi Phan,19,3,P0001; P0006; P0009,Chonnam National University; Chonnam National University Hospital; Chonnam National University Hwasun Hospital; Creative Research; Korea Post; Pohang University of Science and Technology; Regenerative Medicine Institute; Samsung Medical Center; Sungkyunkwan University; Van Lang University,GB; KR; MX; VN,yes,25,Expansion of Human NK Cells Using K562 Cells Expressing OX40 Ligand and Short Exposure to IL-21,needs_review
A5035808348,Gun‐Il Im,24,1,P0007,Dongguk University; Dongguk University Ilsan Hospital; Korea Advanced Institute of Science and Technology,KR,yes,24,Enhanced skin wound healing by a sustained release of growth factors contained in platelet-rich plasma,needs_review
A5080837786,Krishnapandi Alagumalai,24,1,P0012,Yeungnam University,KR,yes,24,Fabrication of iron manganese oxide-reduced graphene oxide nanocomposite: A highly effective synergistic electrocatalyst for sensitive metronidazole detection,needs_review
A5070346124,Kwang Hoon Song,21,2,P0001; P0009,In-Q-Tel; Incheon National University; Philadelphia University; Pohang University of Science and Technology; University of Pennsylvania,KR; US,yes,24,Sinusoidal wavy surfaces for curvature-guided migration of T lymphocytes,needs_review
A5041548362,Mungyo Jung,20,2,P0001; P0007,Catholic University of Korea; Government of the Republic of Korea; Institute of Engineering Research; National University; New Generation University College; Seoul National University; Seoul National University of Education; Seoul National University of Science and Technology; The Catholic University of Korea Seoul St. Mary's Hospital; The Seoul Institute,ET; KR; SD,yes,23,T‐Cell‐Mimicking Nanoparticles for Cancer Immunotherapy,needs_review
A5074758500,Seuk Young Song,20,2,P0001; P0007,Government of the Republic of Korea; Seoul National University,KR,yes,23,T‐Cell‐Mimicking Nanoparticles for Cancer Immunotherapy,needs_review
A5009868763,Byung‐Hyun Lee,20,2,P0006; P0007,Kangwon National University; Korea University; Korea University Medical Center; New Generation University College; Scripps Korea Antibody Institute,ET; JP; KR,yes,23,Single‐dose etoposide is an effective and safe protocol for stem cell mobilization in patients with multiple myeloma,needs_review
A5012140745,Jeong‐Kee Yoon,22,1,P0007,Gachon University; Government of the Republic of Korea; National University; Pohang University of Science and Technology; Pusan National University; Seoul National University; Sungkyunkwan University; University of Seoul; Yonsei University,KR; SD,yes,22,Zinc Oxide Nanorod‐Based Piezoelectric Dermal Patch for Wound Healing,needs_review
A5045695329,Vinit Raj,22,1,P0012,Chung-Ang University; Dongguk University; Yeungnam University,KR,yes,22,"Update on Chitosan-Based Hydrogels: Preparation, Characterization, and Its Antimicrobial and Antibiofilm Applications",needs_review
A5109599649,Jihye Hong,19,2,P0001; P0007,Seoul National University,KR,yes,22,T‐Cell‐Mimicking Nanoparticles for Cancer Immunotherapy,needs_review
A5078782369,Seokyung Kang,19,2,P0001; P0007,Government of the Republic of Korea; Korea Institute of Science and Technology; National University; Pohang University of Science and Technology; Seoul National University; Sungkyunkwan University; University of Seoul,KR; SD,yes,22,T‐Cell‐Mimicking Nanoparticles for Cancer Immunotherapy,needs_review
A5057408888,Jin Han,19,2,P0001; P0007,Creative Research; Gachon University; Korea Advanced Institute of Science and Technology; National University; New Generation University College; Pusan National University; Seoul National University; Sungkyunkwan University; Yonsei University; Yonsei University Health System,ET; GB; KR; SD,yes,22,T‐Cell‐Mimicking Nanoparticles for Cancer Immunotherapy,needs_review
A5086508893,Seok‐min Kim,19,2,P0001; P0011,Chungbuk National University; Kangwon National University; Korea Institute of Machinery & Materials; Korea Research Institute of Bioscience and Biotechnology; Korea University of Science and Technology; Osong Medical Innovation Foundation; Pohang University of Science and Technology; Samjin Pharm (South Korea); Seoul National University; Sungkyunkwan University,KR,yes,22,NgR1 is an NK cell inhibitory receptor that destabilizes the immunological synapse,needs_review
A5089200258,Eun‐Ah Bae,21,1,P0003,Discovery Institute; Sanford Burnham Prebys Medical Discovery Institute; Seoul National University; Seoul National University of Science and Technology,KR; US,yes,21,IL-21-mediated reversal of NK cell exhaustion facilitates anti-tumour immunity in MHC class I-deficient tumours,needs_review
A5009258022,Tae Yeul Kim,21,1,P0006,Korea Advanced Institute of Science and Technology; Samsung Medical Center; Sungkyunkwan University,KR,yes,21,Sequence variants in the proximal promoter and +5.8‐kb site of ABO in Koreans with weak B phenotypes,needs_review
A5103376133,Jung‐Youn Shin,21,1,P0007,Seoul National University,KR,yes,21,Transplantation of Cord Blood Mesenchymal Stem Cells as Spheroids Enhances Vascularization,needs_review
A5027096248,Ju‐Ro Lee,18,2,P0001; P0007,Government of the Republic of Korea; Seoul National University; University of Seoul,KR,yes,21,T‐Cell‐Mimicking Nanoparticles for Cancer Immunotherapy,needs_review
A5069610959,Insu Jeon,18,2,P0003; P0006,Cellid (South Korea); National University College; Seoul National University; Seoul National University of Science and Technology,KR; PR,yes,21,IL-21-mediated reversal of NK cell exhaustion facilitates anti-tumour immunity in MHC class I-deficient tumours,needs_review
A5061619355,Jae Hyung Lim,12,4,P0002; P0008; P0010; P0012,Pohang University of Science and Technology,KR,yes,21,Butyrate production in engineered Escherichia coli with synthetic scaffolds,needs_review
A5053871036,Gun‐Jae Jeong,20,1,P0007,Gachon University; Government of the Republic of Korea; National University; New Generation University College; Pusan National University; Seoul National University; Sungkyunkwan University; The Seoul Institute; University of Seoul; Yonsei University,ET; KR; SD,yes,20,M1 Macrophage-Derived Nanovesicles Potentiate the Anticancer Efficacy of Immune Checkpoint Inhibitors,needs_review
A5014643807,Young-Hee Jin,20,1,P0007,Korea Institute of Oriental Medicine; Korea Research Institute of Chemical Technology; Northwestern Medicine; Northwestern University,KR; PH; US,yes,20,Interleukin-6 (IL-6) and IL-17 Synergistically Promote Viral Persistence by Inhibiting Cellular Apoptosis and Cytotoxic T Cell Function,needs_review
A5106559017,Joo Hang Kim,20,1,P0007,Inha University; Yonsei Cancer Hospital; Yonsei University,KR,yes,20,Correlation between K-ras gene mutation and prognosis of patients with nonsmall cell lung carcinoma,needs_review
A5073676165,Ju Hee Ryu,17,2,P0001; P0007,Hanyang University; Korea Institute of Science and Technology; Korea University; Seoul National University; Seoul National University of Science and Technology,KR,yes,20,T‐Cell‐Mimicking Nanoparticles for Cancer Immunotherapy,needs_review
A5000177690,Mi‐Ju Kim,17,2,P0001; P0011,Amorepacific (South Korea); California University of Pennsylvania; Gachon University; Korea Research Institute of Bioscience and Biotechnology; Pohang University of Science and Technology; University of Pennsylvania,KR; US,yes,20,MicroRNA-150 regulates the cytotoxicity of natural killers by targeting perforin-1,needs_review
A5100694944,Seong‐Eun Kim,14,3,P0001; P0009; P0011,Korea Institute of Brain Science; Korea Institute of Science and Technology; Korea Research Institute of Bioscience and Biotechnology; Korea University of Science and Technology; Korean Association Of Science and Technology Studies; Pohang University of Science and Technology; Seoul National University; Seoul National University Hospital,KR,yes,20,Anti-tumor effects of NK cells and anti-PD-L1 antibody with antibody-dependent cellular cytotoxicity in PD-L1-positive cancer cell lines,needs_review
A5038474427,Jae‐Seong Yang,11,4,P0002; P0008; P0010; P0012,Center for Research in Agricultural Genomics; National University; Pohang University of Science and Technology; Seoul National University; Universitat Autònoma de Barcelona,ES; KR; SD,yes,20,Predictive design of mRNA translation initiation region to control prokaryotic translation efficiency,needs_review
A5110769811,Seung‐Jung Kee,19,1,P0006,Chonnam National University; Chonnam National University Hwasun Hospital,KR,yes,19,"Unusual type of TLS/FUS-ERG chimeric transcript in a pediatric acute myelocytic leukemia with 47,XX,+10,t(16;21)(p11;q22)",needs_review
A5101950341,Seungmi Ryu,19,1,P0007,Creative Research; Korea Advanced Institute of Science and Technology; Seoul National University; Yonsei University Health System,GB; KR,yes,19,Dual Roles of Graphene Oxide To Attenuate Inflammation and Elicit Timely Polarization of Macrophage Phenotypes for Cardiac Repair,needs_review
A5103062061,Jooyeon Park,19,1,P0007,Creative Research; Korea Advanced Institute of Science and Technology; New Generation University College; Seoul National University,ET; GB; KR,yes,19,Dual Roles of Graphene Oxide To Attenuate Inflammation and Elicit Timely Polarization of Macrophage Phenotypes for Cardiac Repair,needs_review
A5112228786,Se Ryeon Lee,16,2,P0006; P0007,Ansan University; Korea University; Korea University Medical Center,JP; KR,yes,19,Clinical significance of clonality and Epstein‐Barr virus infection in adult patients with hemophagocytic lymphohistiocytosis,needs_review
A5083853234,Yong Hee Han,13,3,P0002; P0008; P0010,Chonnam National University; Seoul National University,KR,yes,19,Programmable synthetic biology tools for developing microbial cell factories,needs_review
A5000726733,So‐Jung Gwak,18,1,P0007,Hanyang University,KR,yes,18,"In vivo bone formation from human embryonic stem cell-derived osteogenic cells in poly(d,l-lactic-co-glycolic acid)/hydroxyapatite composite scaffolds",needs_review
A5079363542,Chang‐Sung Kim,18,1,P0007,Kim Il-sung University; Yonsei University; Yonsei University College of Dentistry,KP; KR,yes,18,Enhanced skin wound healing by a sustained release of growth factors contained in platelet-rich plasma,needs_review
A5007655648,Sung Pil Kwon,15,2,P0001; P0007,Government of the Republic of Korea; Seoul National University,KR,yes,18,T‐Cell‐Mimicking Nanoparticles for Cancer Immunotherapy,needs_review
A5010311435,Cheesue Kim,15,2,P0001; P0007,Seoul National University,KR,yes,18,T‐Cell‐Derived Nanovesicles for Cancer Immunotherapy,needs_review
A5085504469,Eun‐Suk Kang,15,2,P0003; P0006,Samsung Medical Center; Sungkyunkwan University,KR,yes,18,"Abstract CT123: Phase I study of a B cell-based and monocyte-based immunotherapeutic vaccine, BVAC-C, in human papillomavirus type 16- or 18-positive recurrent cervical cancer",needs_review
A5103121931,Jong-Ho Won,15,2,P0006; P0007,Bucheon University; Soonchunhyang University; Soonchunhyang University Hospital Seoul,KR,yes,18,A Case of Therapy-Related Acute Monocytic Leukemia following Low-dose of Etoposide Treatment for Hemophagocytic Lymphohistiocytosis,needs_review
A5100431002,Soo Hyun Kim,15,2,P0006; P0007,Hanyang University; Kangwon National University; Korea Institute of Science and Technology; Korea University; Kyung Hee University; Yonsei University,KR,yes,18,A Comparison of ID 32 GN System with Amplified Ribosomal DNA Restriction Analysis for Identification of Acinetobacter baumannii,needs_review
A5063101533,Yoo Hong Min,15,2,P0007; P0012,Daegu Catholic University; Palmetto Hematology Oncology; Severance Hospital; The Korean Society of Hematology; Yonsei University,KR; US,yes,18,Cytogenetic profiles of 2806 patients with acute myeloid leukemia—a retrospective multicenter nationwide study,needs_review
A5081382387,Hyeon‐Ki Jang,17,1,P0007,Bioengineering Center; Gachon University; Government of the Republic of Korea; National University; Pohang University of Science and Technology; Pusan National University; Seoul National University; Sungkyunkwan University; University of Seoul; Yonsei University,KR; RU; SD,yes,17,Mesenchymal Stem Cells Aggregate and Deliver Gold Nanoparticles to Tumors for Photothermal Therapy,needs_review
A5101692045,Young‐Jun Park,17,1,P0011,Korea Research Institute of Bioscience and Biotechnology; Korea University of Science and Technology,KR,yes,17,An increased level of IL-6 suppresses NK cell activity in peritoneal fluid of patients with endometriosis via regulation of SHP-2 expression,needs_review
A5076505324,Hee Su Sohn,14,2,P0001; P0007,Catholic University of Korea; Seoul National University; St. Mary's Hospital; The Catholic University of Korea Seoul St. Mary's Hospital,KR; US,yes,17,T‐Cell‐Mimicking Nanoparticles for Cancer Immunotherapy,needs_review
A5062299292,Se‐Chan Oh,14,2,P0001; P0011,Korea Research Institute of Bioscience and Biotechnology; Korea University of Science and Technology,KR,yes,17,NgR1 is an NK cell inhibitory receptor that destabilizes the immunological synapse,needs_review
A5034734404,Choong‐Hyun Koh,14,2,P0003; P0007,New Generation University College; Seoul National University,ET; KR,yes,17,IL-21-mediated reversal of NK cell exhaustion facilitates anti-tumour immunity in MHC class I-deficient tumours,needs_review
A5040314718,Yeonseok Chung,14,2,P0003; P0007,Immune Regulation (United Kingdom); Institute of Engineering Research; New Generation University College; Seoul National University,ET; GB; KR,yes,17,IL-21-mediated reversal of NK cell exhaustion facilitates anti-tumour immunity in MHC class I-deficient tumours,needs_review
A5071885891,Won Seog Kim,14,2,P0006; P0007,Samsung (South Korea); Samsung Medical Center; Sungkyunkwan University; University of Ulsan,KR,yes,17,Avelumab for the treatment of relapsed or refractory extranodal NK/T-cell lymphoma: an open-label phase 2 study,needs_review
A5111893453,Hyeoung Joon Kim,14,2,P0006; P0007,Asan Medical Center; Chonnam National University; Chonnam National University Hospital; Chonnam National University Hwasun Hospital; Gwangju Institute of Science and Technology; Hallym University; Hallym University Medical Center; Hallym University Sacred Heart Hospital; St. Paul's Hospital; Ulsan College; Ulsan University Hospital; University of Ulsan,KR,yes,17,Clinical Characteristics of Autosomal Dominant Giant Platelet Syndromes and Mutation Analysis of MYH9,needs_review
A5102323160,Jong‐Cheol Choi,16,1,P0001,In-Q-Tel; Pohang University of Science and Technology; Seoul National University,KR; US,yes,16,A comparative study on collagen type I and hyaluronic acid dependent cell behavior for osteochondral tissue bioprinting,needs_review
A5100896604,Dong‐Jun Shin,16,1,P0006,Center for Genomic Science; Chonnam National University; Chonnam National University Hospital; Chonnam National University Hwasun Hospital; Chungnam National University; Kongju National University,IT; KR,yes,16,Irradiation of breast cancer cells enhances CXCL16 ligand expression and induces the migration of natural killer cells expressing the CXCR6 receptor,needs_review
A5083970231,Sooin Choi,16,1,P0006,Bucheon University; Samsung Medical Center; Soonchunhyang University; Soonchunhyang University Hospital Seoul; Sungkyunkwan University,KR,yes,16,Evaluation of Six Large Language Models for Clinical Decision Support: Application in Transfusion Decision-making for RhD Blood-type Patients,needs_review
A5022553207,Kyong‐Tai Kim,16,1,P0011,Korea Research Institute of Bioscience and Biotechnology; Kumamoto University; Pohang University of Science and Technology,JP; KR,yes,16,Heterogeneous Nuclear Ribonucleoprotein C Modulates Translation of c- myc mRNA in a Cell Cycle Phase-Dependent Manner,needs_review
A5101950062,Byung‐Seok Kim,13,2,P0003; P0007,Incheon National University; Institute of Engineering Research; National University; New Generation University College; Seoul National University,ET; KR; SD,yes,16,IL-21-mediated reversal of NK cell exhaustion facilitates anti-tumour immunity in MHC class I-deficient tumours,needs_review
A5020867342,Boyeong Song,13,2,P0003; P0006,Cellid (South Korea); Namseoul University; Nation University; National University College; Seoul National University; Seoul National University of Science and Technology,KR; PR; TH,yes,16,IL-21-mediated reversal of NK cell exhaustion facilitates anti-tumour immunity in MHC class I-deficient tumours,needs_review
A5015112169,Chul Won Jung,13,2,P0006; P0007,Kyung Hee University; Samsung Medical Center; Sungkyunkwan University; The Korean Society of Hematology,KR,yes,16,The First Case of Acute Myeloid Leukemia With t(10;11)(p13;q21);PICALM-MLLT10 Rearrangement Presenting With Extensive Skin Involvement,needs_review
