openalex_id,display_name,shared_paper_count,seed_connection_count,connected_seed_professor_ids,institutions,country_codes,korea_affiliated,review_priority,example_work,review_status
A5079269717,Gyoo Yeol Jung,80,2,P0001; P0002,Pohang University of Science and Technology,KR,yes,83,Simultaneous quantitative detection of 12 pathogens using high‐resolution CE‐SSCP,needs_review
A5007222103,Jina Yang,45,1,P0002,Center for Research in Agricultural Genomics; Government of the Republic of Korea; Jeju National University; National University; Pohang University of Science and Technology; Seoul National University; The Seoul Institute,ES; KR; SD,yes,45,Predictive design of mRNA translation initiation region to control prokaryotic translation efficiency,needs_review
A5012450211,Chang‐Yuil Kang,22,1,P0003,Cellid (South Korea); National University College; New Generation University College; Seoul National University; Seoul National University of Science and Technology,ET; KR; PR,yes,22,IL-21-mediated reversal of NK cell exhaustion facilitates anti-tumour immunity in MHC class I-deficient tumours,needs_review
A5070346124,Kwang Hoon Song,21,1,P0001,In-Q-Tel; Incheon National University; Philadelphia University; Pohang University of Science and Technology; University of Pennsylvania,KR; US,yes,21,Sinusoidal wavy surfaces for curvature-guided migration of T lymphocytes,needs_review
A5089200258,Eun‐Ah Bae,21,1,P0003,Discovery Institute; Sanford Burnham Prebys Medical Discovery Institute; Seoul National University; Seoul National University of Science and Technology,KR; US,yes,21,IL-21-mediated reversal of NK cell exhaustion facilitates anti-tumour immunity in MHC class I-deficient tumours,needs_review
A5007880310,Jeehun Park,17,1,P0001,Kangwon National University; National University; Pohang University of Science and Technology; Seoul National University,KR; SD,yes,17,A Water‐Soluble Organic Photocatalyst Discovered for Highly Efficient Additive‐Free Visible‐Light‐Driven Grafting of Polymers from Proteins at Ambient and Aqueous Environments,needs_review
A5000177690,Mi‐Ju Kim,17,1,P0001,Amorepacific (South Korea); California University of Pennsylvania; Gachon University; Korea Research Institute of Bioscience and Biotechnology; Pohang University of Science and Technology; University of Pennsylvania,KR; US,yes,17,MicroRNA-150 regulates the cytotoxicity of natural killers by targeting perforin-1,needs_review
A5014839787,Hyun Gyu Lim,17,1,P0002,Inha University; Pohang University of Science and Technology,KR,yes,17,Design and optimization of genetically encoded biosensors for high-throughput screening of chemicals,needs_review
A5102323160,Jong‐Cheol Choi,16,1,P0001,In-Q-Tel; Pohang University of Science and Technology; Seoul National University,KR; US,yes,16,A comparative study on collagen type I and hyaluronic acid dependent cell behavior for osteochondral tissue bioprinting,needs_review
A5072950930,Byung Eun Min,15,1,P0002,Pohang University of Science and Technology,KR,yes,15,Predictive design of mRNA translation initiation region to control prokaryotic translation efficiency,needs_review
A5077539926,Sungho Jang,15,1,P0002,Incheon National University; Pohang University of Science and Technology,KR,yes,15,Synthetic RNA devices to expedite the evolution of metabolite-producing microbes,needs_review
A5069610959,Insu Jeon,15,1,P0003,National University College; Seoul National University; Seoul National University of Science and Technology,KR; PR,yes,15,IL-21-mediated reversal of NK cell exhaustion facilitates anti-tumour immunity in MHC class I-deficient tumours,needs_review
A5100694944,Seong‐Eun Kim,14,1,P0001,Korea Institute of Brain Science; Korea Institute of Science and Technology; Korea Research Institute of Bioscience and Biotechnology; Korea University of Science and Technology; Korean Association Of Science and Technology Studies; Pohang University of Science and Technology; Seoul National University; Seoul National University Hospital,KR,yes,14,Anti-tumor effects of NK cells and anti-PD-L1 antibody with antibody-dependent cellular cytotoxicity in PD-L1-positive cancer cell lines,needs_review
A5083853234,Yong Hee Han,13,1,P0002,Chonnam National University; Seoul National University,KR,yes,13,Programmable synthetic biology tools for developing microbial cell factories,needs_review
A5080552007,Il‐Kyu Kim,13,1,P0003,Namseoul University; Nation University; New Generation University College; Seoul National University; Seoul National University of Science and Technology,ET; KR; TH,yes,13,IL-21-mediated reversal of NK cell exhaustion facilitates anti-tumour immunity in MHC class I-deficient tumours,needs_review
A5007433808,Suk‐Ho Choi,12,1,P0002,Kyung Hee University; Yong In University,KR,yes,12,Graphene transparent conductive electrodes doped with graphene quantum dots-mixed silver nanowires for highly-flexible organic solar cells,needs_review
A5101950062,Byung‐Seok Kim,12,1,P0003,Incheon National University; New Generation University College; Seoul National University,ET; KR,yes,12,IL-21-mediated reversal of NK cell exhaustion facilitates anti-tumour immunity in MHC class I-deficient tumours,needs_review
A5020867342,Boyeong Song,12,1,P0003,Namseoul University; Nation University; National University College; Seoul National University; Seoul National University of Science and Technology,KR; PR; TH,yes,12,IL-21-mediated reversal of NK cell exhaustion facilitates anti-tumour immunity in MHC class I-deficient tumours,needs_review
A5034734404,Choong‐Hyun Koh,12,1,P0003,New Generation University College; Seoul National University,ET; KR,yes,12,IL-21-mediated reversal of NK cell exhaustion facilitates anti-tumour immunity in MHC class I-deficient tumours,needs_review
A5068463807,Duck Cho,9,2,P0001; P0003,Chonnam National University; Regenerative Medicine Institute; Samsung (South Korea); Samsung Medical Center; Sungkyunkwan University,KR; MX,yes,12,Expansion of Human NK Cells Using K562 Cells Expressing OX40 Ligand and Short Exposure to IL-21,needs_review
A5011238552,Dong Hee Shin,11,1,P0002,Korea University; Kyung Hee University; Yong In University,KR,yes,11,Graphene transparent conductive electrodes doped with graphene quantum dots-mixed silver nanowires for highly-flexible organic solar cells,needs_review
A5102910953,Kwangsoo Shin,11,1,P0003,New Generation University College; Seoul National University,ET; KR,yes,11,IL-21-mediated reversal of NK cell exhaustion facilitates anti-tumour immunity in MHC class I-deficient tumours,needs_review
A5020449635,Hyoungjun Park,10,1,P0001,Pohang University of Science and Technology,KR,yes,10,A comparative study on collagen type I and hyaluronic acid dependent cell behavior for osteochondral tissue bioprinting,needs_review
A5109987655,Keon Woo Kwon,10,1,P0001,Pohang University of Science and Technology; Seoul National University,KR,yes,10,Nanotopography-Guided Migration of T Cells,needs_review
A5014829076,Ha Seung Lee,10,1,P0002,Kyung Hee University; Sungkyunkwan University; Yong In University,KR,yes,10,Graphene transparent conductive electrodes doped with graphene quantum dots-mixed silver nanowires for highly-flexible organic solar cells,needs_review
A5100429322,Sung Kim,10,1,P0002,Kyung Hee University; Yong In University,KR,yes,10,Graphene/porous silicon Schottky-junction solar cells,needs_review
A5100642851,Byung‐Soo Kim,4,3,P0001; P0002; P0003,Hanyang University; National University; New Generation University College; Seoul National University,ET; KR; SD,yes,10,T‐Cell‐Mimicking Nanoparticles for Cancer Immunotherapy,needs_review
A5038474427,Jae‐Seong Yang,9,1,P0002,Center for Research in Agricultural Genomics; National University; Pohang University of Science and Technology; Seoul National University,ES; KR; SD,yes,9,Predictive design of mRNA translation initiation region to control prokaryotic translation efficiency,needs_review
A5014248011,Chan Wook Jang,9,1,P0002,Kyung Hee University; Yong In University,KR,yes,9,Graphene/porous silicon Schottky-junction solar cells,needs_review
A5056525061,Byung Soh Min,9,1,P0003,Yonsei University,KR,yes,9,IL-21-mediated reversal of NK cell exhaustion facilitates anti-tumour immunity in MHC class I-deficient tumours,needs_review
A5046647594,Yoon Dae Han,9,1,P0003,New Generation University College; Seoul National University; Yonsei University,ET; KR,yes,9,IL-21-mediated reversal of NK cell exhaustion facilitates anti-tumour immunity in MHC class I-deficient tumours,needs_review
A5051983148,Sang Joon Shin,9,1,P0003,Yonsei University,KR,yes,9,IL-21-mediated reversal of NK cell exhaustion facilitates anti-tumour immunity in MHC class I-deficient tumours,needs_review
A5040314718,Yeonseok Chung,9,1,P0003,New Generation University College; Seoul National University,ET; KR,yes,9,IL-21-mediated reversal of NK cell exhaustion facilitates anti-tumour immunity in MHC class I-deficient tumours,needs_review
A5079772051,Chung Ryul Jung,8,1,P0001,Korea Research Institute of Bioscience and Biotechnology; Korea University of Science and Technology; Pohang University of Science and Technology,KR,yes,8,Geometrically Controlled Asymmetric Division of CD4+ T Cells Studied by Immunological Synapse Arrays,needs_review
A5100682311,Donghyuk Kim,8,1,P0002,Kyung Hee University; La Jolla Bioengineering Institute; Ulsan National Institute of Science and Technology; University of California San Diego,KR; US,yes,8,Cellular responses to reactive oxygen species are predicted from molecular mechanisms,needs_review
A5101903782,Ju Hwan Kim,8,1,P0002,Kyung Hee University; Yong In University,KR,yes,8,Graphene/porous silicon Schottky-junction solar cells,needs_review
A5061619355,Jae Hyung Lim,8,1,P0002,Pohang University of Science and Technology,KR,yes,8,Butyrate production in engineered Escherichia coli with synthetic scaffolds,needs_review
A5101235628,Hyungjin Sun,5,2,P0001; P0002,Bioengineering Center; Seoul National University,KR; RU,yes,8,Development of exosome membrane materials-fused microbubbles for enhanced stability and efficient drug delivery of ultrasound contrast agent,needs_review
A5047859685,Sanguk Kim,7,1,P0002,Pohang University of Science and Technology,KR,yes,7,Predictive design of mRNA translation initiation region to control prokaryotic translation efficiency,needs_review
A5102352578,Tae-Seung Kang,7,1,P0003,Seoul National University; Seoul National University of Science and Technology,KR,yes,7,GM-CSF Promotes Antitumor Immunity by Inducing Th9 Cell Responses,needs_review
A5100398117,Jinwoo Lee,4,2,P0001; P0002,Pohang University of Science and Technology,KR,yes,7,Pt-Decorated Magnetic Nanozymes for Facile and Sensitive Point-of-Care Bioassay,needs_review
A5010238674,Yongbum Cho,6,1,P0001,Pohang University of Science and Technology; Seoul National University,KR,yes,6,T‐Cell‐Derived Nanovesicles for Cancer Immunotherapy,needs_review
A5052784878,Myoung Ho Jang,6,1,P0001,Cell Biotech (South Korea); Osaka International University; Pohang University of Science and Technology; The University of Osaka,JP; KR,yes,6,Harnessing the Formation of Natural Killer–Tumor Cell Immunological Synapses for Enhanced Therapeutic Effect in Solid Tumors,needs_review
A5110467160,Hye Mi Kim,6,1,P0001,Pohang University of Science and Technology,KR,yes,6,Microfluidic system for monitoring temporal variations of hemorheological properties and platelet adhesion in LPS-injected rats,needs_review
A5100682313,Donghyuk Kim,6,1,P0002,La Jolla Bioengineering Institute; Ulsan National Institute of Science and Technology; University of California San Diego,KR; US,yes,6,Deciphering Fur transcriptional regulatory network highlights its complex role beyond iron metabolism in Escherichia coli,needs_review
A5091067470,Byung‐Kwan Cho,6,1,P0002,Intelligent Synthetic Biology Center; Korea Advanced Institute of Science and Technology; Novo Nordisk Foundation; Technical University of Denmark,DK; KR,yes,6,Systematic discovery of uncharacterized transcription factors in Escherichia coli K-12 MG1655,needs_review
A5100416703,Jong Min Kim,6,1,P0002,Kyung Hee University; Yong In University,KR,yes,6,Graphene transparent conductive electrodes doped with graphene quantum dots-mixed silver nanowires for highly-flexible organic solar cells,needs_review
A5000328867,Myung Hyun Noh,6,1,P0002,Korea Research Institute of Chemical Technology; Pohang University of Science and Technology,KR,yes,6,Vibrio sp. dhg as a platform for the biorefinery of brown macroalgae,needs_review
A5086409096,Seong‐Cheol Kim,6,1,P0002,Pohang University of Science and Technology,KR,yes,6,Predictive combinatorial design of mRNA translation initiation regions for systematic optimization of gene expression levels,needs_review
A5017124041,Dowon Moon,5,1,P0001,Pohang University of Science and Technology; Seoul National University,KR,yes,5,A multilayered blood vessel/tumor tissue chip to investigate T cell infiltration into solid tumor tissues,needs_review
A5103187813,Hye‐Mi Kim,5,1,P0001,Institute for Basic Science; Institute of Bioinformatics and Applied Biotechnology; Korea Basic Science Institute; Pohang University of Science and Technology; Sungkyunkwan University,IN; KR,yes,5,Gold Nanoparticle‐Carrying T Cells for the Combined Immuno‐Photothermal Therapy,needs_review
A5019115055,Tae‐Don Kim,5,1,P0001,Institute for Basic Science; Korea Basic Science Institute; Korea Research Institute of Bioscience and Biotechnology; Korea University of Science and Technology; Sungkyunkwan University,KR,yes,5,MicroRNA-150 regulates the cytotoxicity of natural killers by targeting perforin-1,needs_review
A5111681185,Kahp‐Yang Suh,5,1,P0001,Pohang University of Science and Technology; Seoul National University,KR,yes,5,Nanotopography-Guided Migration of T Cells,needs_review
A5010733573,Jae‐Hyun Lee,5,1,P0001,Pohang University of Science and Technology,KR,yes,5,Harnessing the Formation of Natural Killer–Tumor Cell Immunological Synapses for Enhanced Therapeutic Effect in Solid Tumors,needs_review
A5037009590,Kyung‐Mi Lee,5,1,P0001,Korea University; Kyung Hee University; The University of Texas MD Anderson Cancer Center,JP; KR; US,yes,5,Homotypic NK cell-to-cell communication controls cytokine responsiveness of innate immune NK cells,needs_review
A5071699799,Gibyuck Byun,5,1,P0002,National University; Seoul National University,KR; SD,yes,5,CRISPRi-mediated tunable control of gene expression level with engineered single-guide RNA in Escherichia coli,needs_review
A5103177724,Giho Kim,5,1,P0002,National University; New Generation University College; Seoul National University,ET; KR; SD,yes,5,Programmable synthetic biology tools for developing microbial cell factories,needs_review
A5023738566,Byung Seok Kim,5,1,P0003,New Generation University College; Seoul National University,ET; KR,yes,5,Activation of NKT Cells in an Anti-PD-1–Resistant Tumor Model Enhances Antitumor Immunity by Reinvigorating Exhausted CD8 T Cells,needs_review
A5008690022,Hyun‐Ja Ko,5,1,P0003,Institute for Basic Science; Pohang University of Science and Technology,KR,yes,5,GM-CSF Promotes Antitumor Immunity by Inducing Th9 Cell Responses,needs_review
A5000137293,Seongyeon Cho,2,2,P0001; P0002,Gachon University; National University; Seoul National University,KR; SD,yes,5,Pt-Decorated Magnetic Nanozymes for Facile and Sensitive Point-of-Care Bioassay,needs_review
A5087989423,Jae‐Hyung Jeon,2,2,P0001; P0003,Asia Pacific Center for Theoretical Physics; Pohang University of Science and Technology; Sungkyunkwan University,KR,yes,5,Formation of cellular close-ended tunneling nanotubes through mechanical deformation,needs_review
A5041840523,Gi Won Shin,2,2,P0001; P0002,Health First; Pohang University of Science and Technology,KR; US,yes,5,Simultaneous quantitative detection of 12 pathogens using high‐resolution CE‐SSCP,needs_review
A5052371960,Hee Sung Hwang,2,2,P0001; P0002,Health First; Pohang University of Science and Technology,KR; US,yes,5,Simultaneous quantitative detection of 12 pathogens using high‐resolution CE‐SSCP,needs_review
A5040199365,Mi‐Hwa Oh,2,2,P0001; P0002,National Institute of Animal Science; Rural Development Administration,KR,yes,5,Simultaneous quantitative detection of 12 pathogens using high‐resolution CE‐SSCP,needs_review
A5028790314,Dong Keun Han,2,2,P0001; P0002,CHA University; Korea Institute of Science and Technology,KR,yes,5,Biomaterial-based strategies to prime dendritic cell-mediated anti-cancer immune responses,needs_review
A5042344146,Young Ho Ban,2,2,P0001; P0003,Yonsei University,KR,yes,5,MicroRNA-150 modulates intracellular Ca 2+ levels in naïve CD8+ T cells by targeting TMEM20,needs_review
A5108631421,Young-Jun Park,2,2,P0001; P0003,Korea Research Institute of Bioscience and Biotechnology; Korea University of Science and Technology; Seoul National University,KR,yes,5,MicroRNA-150 modulates intracellular Ca 2+ levels in naïve CD8+ T cells by targeting TMEM20,needs_review
A5003546968,Sang‐Jun Ha,2,2,P0001; P0003,Yonsei University,KR,yes,5,MicroRNA-150 modulates intracellular Ca 2+ levels in naïve CD8+ T cells by targeting TMEM20,needs_review
A5053461530,Nam Ki Lee,2,2,P0001; P0002,New Generation University College; Pohang University of Science and Technology; Seoul National University,ET; KR,yes,5,High‐resolution pluronic‐filled microchip CE‐SSCP analysis system via channel width control,needs_review
A5055907176,SoonHo Kweon,4,1,P0001,Pohang University of Science and Technology; Samsung Medical Center,KR,yes,4,Expansion of Human NK Cells Using K562 Cells Expressing OX40 Ligand and Short Exposure to IL-21,needs_review
A5100366805,Jin-Ho Kim,4,1,P0001,Asan Medical Center; Sungkyunkwan University; Ulsan College; University of Ulsan,KR,yes,4,Expansion of Human NK Cells Using K562 Cells Expressing OX40 Ligand and Short Exposure to IL-21,needs_review
A5059045953,Yujin Baek,4,1,P0001,Seoul National University,KR,yes,4,Gold Nanoparticle‐Carrying T Cells for the Combined Immuno‐Photothermal Therapy,needs_review
A5012791367,Inpyo Choi,4,1,P0001,Korea Research Institute of Bioscience and Biotechnology; Korea University of Science and Technology,KR,yes,4,MicroRNA-150 regulates the cytotoxicity of natural killers by targeting perforin-1,needs_review
A5058106720,Dong Sung Kim,4,1,P0001,Pohang University of Science and Technology,KR,yes,4,Sinusoidal wavy surfaces for curvature-guided migration of T lymphocytes,needs_review
A5003478304,Won Jong Kim,4,1,P0001,Institute for Basic Science; Pohang University of Science and Technology,KR,yes,4,Harnessing the Formation of Natural Killer–Tumor Cell Immunological Synapses for Enhanced Therapeutic Effect in Solid Tumors,needs_review
A5013124722,Bo‐Gie Yang,4,1,P0001,Pohang University of Science and Technology,KR,yes,4,Negative role of inducible PD-1 on survival of activated dendritic cells,needs_review
A5100735244,Sang Joon Lee,4,1,P0001,Pohang University of Science and Technology,KR,yes,4,Microfluidic system for monitoring temporal variations of hemorheological properties and platelet adhesion in LPS-injected rats,needs_review
A5006969249,Jeong‐Yun Sun,4,1,P0001,Seoul National University,KR,yes,4,Jammed Microgel‐Based Inks for 3D Printing of Complex Structures Transformable via pH/Temperature Variations,needs_review
A5054580891,Suji Yun,4,1,P0001,Seoul National University,KR,yes,4,Imaging‐Based Efficacy Evaluation of Cancer Immunotherapy in Engineered Tumor Platforms and Tumor Organoids,needs_review
A5043539796,Sungwoo Park,4,1,P0002,Seoul National University,KR,yes,4,Vibrio sp. dhg as a platform for the biorefinery of brown macroalgae,needs_review
A5019410379,Beomhee Kim,4,1,P0002,Seoul National University,KR,yes,4,Vibrio sp. dhg as a platform for the biorefinery of brown macroalgae,needs_review
A5101787257,Hyomin Lee,4,1,P0002,Government of the Republic of Korea; Jeju National University; Seoul National University; The Seoul Institute,KR,yes,4,dCas9-mediated Nanoelectrokinetic Direct Detection of Target Gene for Liquid Biopsy,needs_review
A5101520382,Sung Jae Kim,4,1,P0002,Beijing Institute of Big Data Research; Government of the Republic of Korea; Seoul National University; The Seoul Institute,CN; KR,yes,4,dCas9-mediated Nanoelectrokinetic Direct Detection of Target Gene for Liquid Biopsy,needs_review
A5044722349,Chulhwan Park,4,1,P0002,Korea University; Kwangwoon University,KR,yes,4,Fabrication of Troponin I Biosensor Composed of Multi-Functional DNA Structure/Au Nanocrystal Using Electrochemical and Localized Surface Plasmon Resonance Dual-Detection Method,needs_review
A5073035689,Gi Yeon Kim,4,1,P0002,Seoul National University,KR,yes,4,Synthetic biology for evolutionary engineering: from perturbation of genotype to acquisition of desired phenotype,needs_review
A5102000910,Sung Won Cho,4,1,P0002,Seoul National University,KR,yes,4,Engineering Tools for the Development of Recombinant Lactic Acid Bacteria,needs_review
A5068036652,Myung Hwan Park,4,1,P0003,Namseoul University; Nation University; NovaCell Technology (South Korea); Seoul National University; Seoul National University of Science and Technology,KR; TH,yes,4,IL-21-mediated reversal of NK cell exhaustion facilitates anti-tumour immunity in MHC class I-deficient tumours,needs_review
A5001530320,Eun-Ah Bae,4,1,P0003,Namseoul University; Nation University; Seoul National University,KR; TH,yes,4,IFN-γ-induced MHCII+ inflammatory monocytes play a role for down-regulating CD8 T cell responses in acute LCMV infection,needs_review
A5005418615,Chang-Yuil Kang,4,1,P0003,Namseoul University; Nation University; Seoul National University,KR; TH,yes,4,IFN-γ-induced MHCII+ inflammatory monocytes play a role for down-regulating CD8 T cell responses in acute LCMV infection,needs_review
A5086762323,Jeongwon Choi,4,1,P0003,Namseoul University; Nation University; Seoul National University,KR; TH,yes,4,Analysis of immunogenicity of different sizes of HER2/neu antigen,needs_review
A5100444966,Min Su Kim,3,1,P0001,Gachon University; Pohang University of Science and Technology,KR,yes,3,Pt-Decorated Magnetic Nanozymes for Facile and Sensitive Point-of-Care Bioassay,needs_review
A5015729955,Soon Ho Kweon,3,1,P0001,Gachon University; Pohang University of Science and Technology,KR,yes,3,Pt-Decorated Magnetic Nanozymes for Facile and Sensitive Point-of-Care Bioassay,needs_review
A5077447040,Je‐Min Choi,3,1,P0001,Hanyang University; Institute for Basic Science,KR,yes,3,T‐Cell‐Mimicking Nanoparticles for Cancer Immunotherapy,needs_review
A5045269587,Minh‐Trang Thi Phan,3,1,P0001,Pohang University of Science and Technology; Samsung Medical Center,KR,yes,3,Expansion of Human NK Cells Using K562 Cells Expressing OX40 Ligand and Short Exposure to IL-21,needs_review
A5086979761,Joshua S. Katz,3,1,P0001,Korea Research Institute of Bioscience and Biotechnology; Massachusetts Institute of Technology; University of Pennsylvania,KR; US,yes,3,Addressable Micropatterning of Multiple Proteins and Cells by Microscope Projection Photolithography Based on a Protein Friendly Photoresist,needs_review
A5006391548,Donghyun Jang,3,1,P0001,Institute for Basic Science; Pohang University of Science and Technology,KR,yes,3,Harnessing the Formation of Natural Killer–Tumor Cell Immunological Synapses for Enhanced Therapeutic Effect in Solid Tumors,needs_review
A5000358020,Yeoul Kang,3,1,P0001,Pohang University of Science and Technology,KR,yes,3,Harnessing the Formation of Natural Killer–Tumor Cell Immunological Synapses for Enhanced Therapeutic Effect in Solid Tumors,needs_review
A5052397437,Yeong Mi Lee,3,1,P0001,Institute for Basic Science; Pohang University of Science and Technology,KR,yes,3,Harnessing the Formation of Natural Killer–Tumor Cell Immunological Synapses for Enhanced Therapeutic Effect in Solid Tumors,needs_review
A5009850690,Kyoung Duck Seo,3,1,P0001,Pohang University of Science and Technology,KR,yes,3,One-Step Microfluidic Synthesis of Janus Microhydrogels with Anisotropic Thermo-Responsive Behavior and Organophilic/Hydrophilic Loading Capability,needs_review
A5051905445,Kwanghee Kim,3,1,P0001,Korea University; The University of Texas MD Anderson Cancer Center,KR; US,yes,3,Homotypic NK cell-to-cell communication controls cytokine responsiveness of innate immune NK cells,needs_review
A5091560212,Bosu Jeong,3,1,P0001,Pohang University of Science and Technology; Synlab Czech (Czechia),CZ; KR,yes,3,Combined two-photon microscopy and optical coherence tomography using individually optimized sources,needs_review
A5060435018,Byunghak Lee,3,1,P0001,Pohang University of Science and Technology; Synlab Czech (Czechia),CZ; KR,yes,3,Combined two-photon microscopy and optical coherence tomography using individually optimized sources,needs_review
A5027787988,Min Seong Jang,3,1,P0001,Osaka International University; Pohang University of Science and Technology; The University of Osaka,JP; KR,yes,3,Combined two-photon microscopy and optical coherence tomography using individually optimized sources,needs_review
A5003825516,Ki Hean Kim,3,1,P0001,Pohang University of Science and Technology,KR,yes,3,Combined two-photon microscopy and optical coherence tomography using individually optimized sources,needs_review
A5054323976,Bohwa Han,3,1,P0001,New Generation University College; Seoul National University; Seoul National University of Science and Technology,ET; KR,yes,3,Nanomaterials to improve cancer immunotherapy based on ex vivo engineered T cells and NK cells,needs_review
A5069904422,Yeonju Song,3,1,P0001,Seoul National University,KR,yes,3,Nanomaterials to improve cancer immunotherapy based on ex vivo engineered T cells and NK cells,needs_review
A5062046221,Seong-Eun Kim,3,1,P0001,Korea Research Institute of Bioscience and Biotechnology; Korea University of Science and Technology; Pohang University of Science and Technology,KR,yes,3,Natural Killer Cell Expansion and Cytotoxicity Differ Depending on the Culture Medium Used,needs_review
